row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,171103_PMA_TK_M1_01.mzML Peak height,171103_PMA_TK_M1_02.mzML Peak height,171103_PMA_TK_M1_03.mzML Peak height,171103_PMA_TK_M1_04.mzML Peak height,171103_PMA_TK_M1_05.mzML Peak height,171103_PMA_TK_M1_06.mzML Peak height,171103_PMA_TK_PA14_01.mzML Peak height,171103_PMA_TK_PA14_02.mzML Peak height,171103_PMA_TK_PA14_03.mzML Peak height,171103_PMA_TK_PA14_04.mzML Peak height,171103_PMA_TK_PA14_05.mzML Peak height,171103_PMA_TK_PA14_06.mzML Peak height,171103_PMA_TK_QC_03.mzML Peak height,171103_PMA_TK_QC_04.mzML Peak height,171103_PMA_TK_QC_05.mzML Peak height,171103_PMA_TK_QC_06.mzML Peak height,171103_PMA_TK_QC_07.mzML Peak height,171103_PMA_TK_QC_08.mzML Peak height,171103_PMA_TK_media_02.mzML Peak height,171103_PMA_TK_media_03.mzML Peak height,171103_PMA_TK_media_04.mzML Peak height,171103_PMA_TK_media_05.mzML Peak height,171103_PMA_TK_media_06.mzML Peak height,
422,152.07060256017144,1.2059891,,,,,,,,,,,3.68769E7,3.5400056E7,3.2545558E7,3.175303E7,3.1648286E7,3.5294372E7,0,0,0,0,0,0,2.03241E7,1.9432116E7,1.6406988E7,1.5472878E7,1.908292E7,1.5456374E7,0,0,0,0,0,
423,473.3330899513338,1.2188609,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.065798E7,3.5920188E7,3.64748E7,2.9701262E7,2.805453E7,
424,486.75902369776117,1.2217143,,,,,,,,,,,1.6133331E8,1.400688E8,1.5318222E8,1.1187575E8,1.3664117E8,1.6982733E8,8070556.5,0,0,0,0,0,6.404985E7,5.9161068E7,5.3812716E7,5.4399164E7,4.931244E7,5.2303656E7,0,0,0,0,0,
426,229.15458914291048,1.2299259,,,,,,,,,,,1.5544722E8,1.3203079E8,1.413806E8,1.0981323E8,1.3835709E8,1.7588059E8,3.831514E8,3.9207546E8,3.089521E8,2.969525E8,3.838635E8,3.4130413E8,1.4356282E8,1.3842568E8,1.3751432E8,1.3717974E8,1.30107336E8,1.3166517E8,5.076494E8,5.0943613E8,5.772406E8,4.8838234E8,4.4379213E8,
425,230.15807694412482,1.2314233,,,,,,,,,,,1.8545272E7,1.8237032E7,1.8323186E7,1.5913605E7,1.8711184E7,2.2203806E7,4.762534E7,5.127143E7,4.078614E7,3.7939684E7,5.153014E7,4.3730348E7,1.839771E7,1.7914132E7,1.7470038E7,1.7127166E7,1.7200244E7,1.7241422E7,6.69094E7,6.654418E7,7.4889384E7,6.257438E7,5.5359868E7,
427,546.3496195439252,1.2371179,,,,,,,,,,,0,0,0,0,0,0,3.297024E7,3.550033E7,2.5386124E7,2.6141506E7,3.1902472E7,2.542118E7,0,0,0,0,0,0,1.0600021E8,8.745318E7,1.0105012E8,1.04227704E8,8.179698E7,
431,245.1857715571104,1.2415389,,,,,,,,,,,0,0,0,0,0,0,2.7327858E7,2.739865E7,5.3194252E7,5.7096144E7,2.3434458E7,5.5668336E7,9.027897E7,8.550415E7,7.937703E7,8.03764E7,8.315548E7,7.886875E7,8.6606246E8,9.081594E8,9.732733E8,8.3272646E8,7.708686E8,
430,657.3788060285724,1.2431278,,,,,,,,,,,0,0,0,0,0,0,1.4984481E7,0,1.4074208E7,0,1.5945346E7,1.3143332E7,0,0,0,0,0,0,6.727213E7,6.427543E7,7.07637E7,6.478682E7,6.355954E7,
429,635.3970095283217,1.2434204,,,,,,,,,,,0,0,0,0,0,0,1.9874404E7,2.2771164E7,1.5394509E7,0,1.9972408E7,1.5087413E7,0,0,0,0,0,0,1.3676766E8,1.2643924E8,1.5214742E8,1.2430689E8,1.3194734E8,
436,319.20545370951726,1.2453686,,,,,,,,,,,0,0,0,0,0,0,4.2259896E7,4.4186196E7,3.3541572E7,3.4629056E7,4.0192016E7,3.677957E7,1.736362E7,1.7346202E7,1.461822E7,1.3029725E7,1.3459113E7,1.1995404E7,1.31071064E8,1.11624E8,1.3811498E8,1.1416182E8,1.2451305E8,
432,340.18387032149025,1.2453686,,,,,,,,,,,0,0,0,0,0,0,3.0335276E7,2.9629986E7,2.9236876E7,2.9847742E7,2.8562112E7,3.0097734E7,1.9726272E7,2.1753244E7,1.8297064E7,1.4870565E7,1.8289918E7,1.5036818E7,5.2161788E7,5.1844188E7,5.6664452E7,5.1025092E7,5.1110492E7,
433,318.2021747451639,1.2461193,,,,,,,,,,,1.5463746E7,1.1475968E7,1.3633468E7,7754933.0,1.2157647E7,1.5004965E7,2.6098942E8,2.639473E8,2.1321792E8,2.130274E8,2.4271694E8,2.235097E8,1.0021623E8,9.534205E7,8.561213E7,7.726727E7,8.171595E7,7.210999E7,7.598579E8,7.07342E8,8.422162E8,6.915652E8,7.306739E8,
435,562.3806098883324,1.2461541,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.965646E7,4.763807E7,5.6601628E7,4.358115E7,4.288071E7,
434,297.12659637753603,1.2495736,,,,,,,,,,,0,0,0,0,0,0,1.1631902E7,1.064669E7,8064269.0,0,9303521.0,1.0006876E7,0,0,0,0,0,0,2.762098E7,2.905646E7,3.424845E7,2.8173506E7,2.595738E7,
437,231.11266968628095,1.249768,,,,,,,,,,,1.4957013E8,1.2907029E8,1.3597902E8,9.952863E7,1.28113144E8,1.5553747E8,1.3530965E8,1.4116072E8,1.0686192E8,1.1015817E8,1.22464344E8,1.1692089E8,8.5162584E7,9.038538E7,8.188996E7,8.311442E7,9.202332E7,8.604529E7,1.52033E8,1.5130256E8,1.7292845E8,1.448354E8,1.3552136E8,
439,332.21761991370744,1.2559906,,,,,,,,,,,0,0,0,0,0,0,6.2485468E7,6.775595E7,4.889455E7,4.9854972E7,5.4305664E7,5.3545524E7,1.7808918E7,1.6514271E7,1.325329E7,1.1990913E7,1.3028465E7,1.0758128E7,8.736198E7,8.517555E7,1.03396984E8,8.671155E7,7.564694E7,
440,191.62590634176735,1.2598374,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1505321E8,1.0257167E8,1.2897472E8,9.977426E7,1.0887442E8,
438,232.1161774334569,1.2600719,,,,,,,,,,,2.2905396E7,1.8581876E7,2.1664694E7,1.5277931E7,1.9212332E7,2.1591946E7,2.0297114E7,2.1132632E7,1.743276E7,1.6978808E7,1.9498682E7,1.7646434E7,1.3346647E7,1.3035284E7,1.2091555E7,1.3619709E7,1.3919508E7,1.2594661E7,2.2375106E7,2.4381306E7,2.68412E7,1.959472E7,1.9338376E7,
444,229.0990300279262,1.2681302,,,,,,,,,,,3.753348E7,3.1799162E7,3.5040604E7,2.6647084E7,3.8261036E7,4.396816E7,3.7397476E7,3.0648824E7,2.6564744E7,0,2.9963628E7,3.0153918E7,3.052873E7,2.6107502E7,2.5387074E7,0,2.6592856E7,2.2964406E7,3.3286288E7,3.5760812E7,4.068818E7,3.100363E7,3.1500504E7,
441,392.2177066020433,1.2689755,,,,,,,,,,,3.1599008E7,3.1137434E7,2.844884E7,2.4391746E7,3.0901804E7,3.817362E7,1.7513616E7,2.0800488E7,1.7442976E7,1.515183E7,1.8139588E7,1.5732605E7,1.7011896E7,1.8857494E7,1.638383E7,1.6090371E7,1.8213566E7,1.7430422E7,1.7761616E7,1.7248826E7,1.9801922E7,1.6051689E7,1.387882E7,
443,382.2446952150509,1.2690972,,,,,,,,,,,0,0,0,0,0,0,3.7125544E7,3.363956E7,2.46376E7,2.410887E7,2.9757576E7,2.7927758E7,3.250456E7,1.8370016E7,8917646.0,0,0,0,4.3683824E8,4.2803987E8,5.3241603E8,4.198364E8,3.9104947E8,
445,631.3228676251531,1.2707514,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1362888E7,2.477222E7,2.4092024E7,2.5334624E7,1.9387526E7,
448,288.19174828993897,1.2827706,,,,,,,,,,,2.1137872E7,1.7601108E7,1.755645E7,1.1269851E7,1.6694253E7,2.3966696E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
452,201.147026720927,1.2898988,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3538376E7,6.493964E7,6.6148664E7,5.2621816E7,5.2527824E7,
450,350.20480342545596,1.2902954,,,,,,,,,,,1.1491617E7,9597627.0,9827358.0,8668463.0,1.0435328E7,1.0502308E7,1.7877524E7,1.4949211E7,1.6967696E7,1.674769E7,1.822253E7,1.8159256E7,1.3414403E7,1.226722E7,1.123017E7,1.1510152E7,1.1688719E7,1.0394912E7,1.9333414E7,2.2819704E7,2.133596E7,2.0236422E7,1.9362848E7,
482,677.4210523243513,1.290358,,,,,,,,,,,0,0,0,0,0,0,1.6000595E7,1.5006736E7,1.7684162E7,1.3747221E7,1.6483043E7,1.6352547E7,0,0,0,0,0,0,1.943171E7,2.3262924E7,3.1773708E7,2.137023E7,2.1184572E7,
455,327.04669228026785,1.2917778,,,,,,,,,,,3.518089E7,3.0692864E7,3.3520874E7,2.750993E7,3.0858472E7,3.50849E7,0,0,0,0,0,0,0,0,8644392.0,9051650.0,9075809.0,8578964.0,0,0,0,0,0,
454,408.2125672114655,1.2953354,,,,,,,,,,,0,0,0,0,0,0,1.1855342E7,1.3888058E7,8589741.0,8484037.0,1.0735963E7,9599809.0,0,0,0,0,0,0,2.2246868E7,2.1424644E7,2.573122E7,1.97859E7,2.1820034E7,
451,302.2072327835927,1.2956563,,,,,,,,,,,0,0,0,0,0,0,7076820.5,0,0,0,0,0,0,0,0,0,0,0,2.0948238E7,2.0720424E7,2.0408354E7,1.8474144E7,1.8651732E7,
453,401.28700343034234,1.2956477,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.0726264E7,0,0,0,0,0,1.5136365E8,1.4790142E8,1.6905301E8,1.3404035E8,1.518627E8,
456,173.10733993605461,1.3001988,,,,,,,,,,,2.216002E7,2.2977608E7,2.4019396E7,2.0327386E7,2.7800174E7,2.552137E7,2.260274E7,2.518299E7,1.9189276E7,2.0519066E7,2.2375386E7,2.2956986E7,2.0128072E7,1.9943244E7,1.6727726E7,1.7550384E7,1.7293302E7,1.5858496E7,3.3970124E7,3.4637708E7,3.6190964E7,2.9697404E7,3.0300612E7,
458,243.13386263667203,1.3004692,,,,,,,,,,,1.12842184E8,1.0749116E8,1.0255929E8,8.2375064E7,1.16530936E8,1.2307834E8,1.2834422E8,1.3774856E8,9.9858936E7,1.0592573E8,1.2690924E8,1.1831359E8,8.7855976E7,8.8123464E7,7.381483E7,7.443155E7,7.663424E7,7.090199E7,1.5868667E8,1.5834389E8,1.601633E8,1.4118014E8,1.3244074E8,
457,330.1524469888163,1.3059007,,,,,,,,,,,0,0,0,0,0,0,1.8789768E7,2.0238782E7,1.2818748E7,1.3824307E7,1.5929681E7,1.4328629E7,0,0,0,0,0,0,8.339883E7,8.690488E7,1.0222872E8,8.174527E7,6.812472E7,
460,329.1493818571404,1.3083256,,,,,,,,,,,0,0,0,0,0,0,8.934279E7,9.338777E7,5.9962012E7,6.2857696E7,7.720005E7,7.1366456E7,4.0377496E7,2.1282802E7,9665474.0,0,0,0,4.1386394E8,4.084942E8,4.5340957E8,3.7509917E8,3.421809E8,
461,295.18691093780825,1.3103738,,,,,,,,,,,2.640035E7,2.1441156E7,1.9012776E7,1.4757672E7,2.1141242E7,2.3410888E7,2.1226236E7,2.865901E7,1.6180978E7,1.9094456E7,1.936333E7,1.7689306E7,1.1949542E7,1.3582497E7,1.1561364E7,1.323268E7,1.2744108E7,1.1709974E7,2.6395224E7,2.5864794E7,2.7714116E7,2.312361E7,1.993892E7,
459,589.3666449975764,1.3104784,,,,,,,,,,,1.8568716E7,1.2847751E7,1.3340194E7,8725271.0,1.391926E7,1.9433524E7,1.5343478E7,2.2468092E7,1.1891054E7,1.2829789E7,1.507845E7,1.2939902E7,7846144.5,7572866.5,0,8507473.0,7117898.5,0,2.234627E7,2.2826304E7,2.7457346E7,2.2080696E7,2.1573174E7,
462,444.21257490045235,1.3195711,,,,,,,,,,,0,0,0,0,0,0,1.2134512E7,1.3657884E7,8163505.0,0,1.066168E7,1.1877477E7,0,0,0,0,0,0,4.83769E7,4.782652E7,4.83222E7,4.6676212E7,4.322278E7,
464,507.3175909571066,1.3212954,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.212566E7,5.3963816E7,5.6142496E7,5.0873132E7,4.803418E7,
447,655.4386710086454,1.3226986,,,,,,,,,,,0,0,0,0,0,0,3.927722E7,3.9530948E7,2.8698546E7,2.6731604E7,3.6920292E7,3.0676598E7,0,0,0,0,0,0,6.111542E7,5.7649796E7,7.03718E7,5.4364984E7,5.3173876E7,
465,263.13886032597316,1.324772,,,,,,,,,,,3.734258E8,3.1136237E8,3.3320416E8,2.4567288E8,3.0938602E8,4.1006058E8,4.4385216E8,4.9624298E8,3.3159373E8,3.340793E8,4.252283E8,3.8152557E8,2.5834133E8,2.581401E8,2.2245157E8,2.3978853E8,2.3661077E8,2.321155E8,6.465154E8,6.0626445E8,6.440243E8,5.3348752E8,4.9467318E8,
466,176.07058182611274,1.3253416,,,,,,,,,,,1.5104918E8,1.401086E8,1.5631542E8,1.4151595E8,1.4188051E8,1.5565808E8,1.8399114E8,1.7409819E8,1.470535E8,1.4656637E8,1.7060091E8,1.7897974E8,1.03687864E8,9.585923E7,9.161588E7,9.018929E7,8.9878664E7,8.837533E7,0,0,0,0,0,
470,285.1207164971631,1.3253653,,,,,,,,,,,1.3151931E7,1.0500704E7,1.1659571E7,1.1894017E7,1.113069E7,1.2865407E7,1.3740722E7,1.4393999E7,1.1162847E7,1.2947396E7,1.3591171E7,1.3325256E7,1.1043288E7,1.1309428E7,1.0558315E7,1.019088E7,1.1081447E7,1.0279137E7,1.271339E7,1.2272872E7,1.173054E7,9995735.0,9682993.0,
442,245.18582491841977,1.3289839,,,,,,,,,,,0,0,0,0,6788192.0,0,7.251578E7,7.534347E7,3.5542468E7,4.2492932E7,6.283483E7,4.9350108E7,3.193553E8,2.3244642E8,1.3406192E8,8.9777304E7,5.735759E7,4.6093824E7,2.8327002E9,2.7561646E9,2.9961938E9,2.4460685E9,2.4784899E9,
467,511.346700400038,1.3294742,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9637622E7,2.799506E7,3.0006994E7,2.782449E7,2.5442436E7,
469,489.3644797324096,1.3320764,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.3559077E7,0,0,0,0,0,2.0845256E8,2.0068664E8,2.3259107E8,1.8766702E8,1.7923266E8,
468,394.23352780284,1.3322779,,,,,,,,,,,0,0,0,0,0,0,2.0173656E7,1.8888022E7,1.3156241E7,1.3058132E7,1.906386E7,1.5077414E7,1.4644202E7,9935235.0,0,0,0,0,1.2125296E8,1.1390749E8,1.30300376E8,1.0407997E8,1.0778985E8,
463,329.22612141094686,1.3323334,,,,,,,,,,,2.2256708E7,1.6941462E7,1.6257877E7,1.3599996E7,1.5532035E7,2.082775E7,7.46455E7,8.671709E7,6.238116E7,6.1881564E7,7.811118E7,6.6864836E7,2.0743698E7,2.0067262E7,1.9909844E7,2.0290178E7,1.9247692E7,2.0284134E7,1.4506022E8,1.2752221E8,1.6225218E8,1.0501351E8,9.589882E7,
472,231.11268243703253,1.3325038,,,,,,,,,,,1.2003249E8,1.0698366E8,1.21835496E8,9.132148E7,1.05198E8,1.3902008E8,1.2940262E8,1.3580306E8,9.18856E7,9.901758E7,1.2800918E8,1.0437773E8,8.154789E7,7.973574E7,7.904756E7,8.306423E7,7.516891E7,8.005931E7,1.2599215E8,1.2271367E8,1.3261384E8,1.0797317E8,1.0714974E8,
473,553.3342638266286,1.3352504,,,,,,,,,,,5.7040704E7,4.5479336E7,4.9700664E7,4.115709E7,5.2586636E7,6.889059E7,4.881618E7,5.162797E7,3.25286E7,3.847042E7,4.791491E7,3.6566828E7,3.652703E7,3.439806E7,2.8826608E7,3.4740588E7,2.6419404E7,2.9726476E7,0,0,0,0,0,
449,328.22289805907195,1.3359601,,,,,,,,,,,1.15438296E8,9.037853E7,8.9011176E7,7.3817944E7,8.781081E7,1.1873326E8,3.842835E8,4.3934224E8,3.048798E8,3.1642413E8,4.013814E8,3.5037565E8,1.1933852E8,1.13079576E8,1.0710534E8,1.0721876E8,1.016325E8,1.0182637E8,7.440653E8,7.2264006E8,8.9378394E8,6.67942E8,6.7175885E8,
471,267.1675877791778,1.3387682,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.9935978E7,1.5265254E7,9407791.0,0,0,0,6.460089E7,5.8425252E7,5.6725452E7,4.6791996E7,5.1218956E7,
475,310.1670774025618,1.3438773,,,,,,,,,,,1.3160931E7,1.0816021E7,1.1055106E7,8217107.0,1.0164307E7,1.4558918E7,6893626.0,8383723.0,0,0,0,0,0,6222428.5,0,0,0,0,0,0,0,0,0,
476,257.1444962091569,1.3459607,,,,,,,,,,,1.1315056E7,8568195.0,1.1607428E7,7713308.5,8657154.0,1.615044E7,1.7834706E7,2.3000734E7,1.2910824E7,1.3407526E7,1.6850224E7,1.3588852E7,8628053.0,9126318.0,0,8103311.5,0,0,1.9923616E7,1.9212952E7,2.372171E7,1.86952E7,1.5295543E7,
477,513.281941516707,1.3465483,,,,,,,,,,,1.4752629E7,1.2866497E7,1.2925104E7,9033899.0,1.2535865E7,1.6830516E7,2.361608E7,2.6956014E7,1.7673674E7,1.8520824E7,2.1454602E7,1.9499368E7,1.2608088E7,1.0276062E7,9730789.0,9822503.0,8373366.0,9213071.0,2.7353612E7,2.6578416E7,2.9656734E7,2.5452576E7,2.5179666E7,
478,218.13924355719558,1.348856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.004064E7,4.307695E7,5.3902732E7,4.1112268E7,3.3651224E7,
479,435.27117697328003,1.348856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0035094E8,9.616741E7,1.1852919E8,9.657436E7,8.950934E7,
485,350.204747762113,1.3521553,,,,,,,,,,,1.2527461E7,1.0028121E7,1.0738939E7,8668463.0,1.0549511E7,1.0961387E7,2.159907E7,2.1352196E7,1.7272254E7,1.9594572E7,2.1884914E7,2.2108544E7,1.506237E7,1.3871365E7,1.2723976E7,1.2468363E7,1.2398632E7,1.1479888E7,2.9273054E7,2.9242248E7,3.428904E7,2.6281928E7,2.459375E7,
480,227.0813847739104,1.3544061,,,,,,,,,,,3.555724E7,2.6980598E7,3.1315106E7,2.5822564E7,2.8337018E7,3.2433388E7,3.3375964E7,3.1543082E7,2.4312418E7,2.513221E7,3.1301764E7,2.8183118E7,2.2794728E7,2.2443766E7,2.2207416E7,2.0822166E7,2.0026358E7,1.9368786E7,2.8500972E7,2.7399902E7,3.1521412E7,2.6565236E7,2.265073E7,
483,277.15454536437306,1.3669367,,,,,,,,,,,4.3834364E7,3.4747532E7,4.7646444E7,3.5712868E7,4.057512E7,4.8431924E7,4.661424E7,5.103742E7,3.387039E7,3.8001376E7,4.2095428E7,4.4728124E7,2.750023E7,2.8810092E7,3.0216478E7,2.7846982E7,2.5950788E7,2.5846482E7,4.566587E7,5.6023036E7,6.423356E7,4.483968E7,4.3192416E7,
486,297.1264534668697,1.3761508,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5860124E7,4.241245E7,4.9607668E7,4.0013908E7,3.8775484E7,
487,295.16509851770803,1.3789467,,,,,,,,,,,7.3155544E7,6.3004028E7,6.6641972E7,4.8595996E7,6.1530092E7,7.539069E7,6.892859E7,7.6693816E7,5.1217744E7,5.0806652E7,6.7923144E7,5.8137856E7,4.3849544E7,4.587129E7,4.175996E7,4.002764E7,5.1794372E7,3.7748964E7,9.1028136E7,8.377185E7,9.807438E7,7.8874344E7,7.728169E7,
488,289.1544403372442,1.3801385,,,,,,,,,,,3.253589E7,2.6276926E7,2.7933784E7,2.058E7,2.5993448E7,3.1216674E7,2.6131912E7,2.8321742E7,2.0274838E7,1.9290434E7,2.6283644E7,2.2542328E7,1.9256554E7,1.794668E7,1.847121E7,1.8096918E7,2.0013844E7,1.606229E7,3.7395504E7,3.5095436E7,4.0662668E7,3.3563384E7,3.1621824E7,
490,287.1712176456196,1.3831297,,,,,,,,,,,2.9794064E7,2.6197922E7,2.77284E7,1.9543508E7,2.5191166E7,3.3516596E7,2.8556168E7,2.8546376E7,2.1102514E7,1.9871054E7,2.6721244E7,2.4018478E7,1.8610636E7,1.810106E7,1.6651782E7,1.6210086E7,1.850179E7,1.5519541E7,3.664546E7,3.4294744E7,4.124747E7,3.069632E7,3.2396356E7,
491,426.2018970358425,1.3870914,,,,,,,,,,,0,0,0,0,0,0,7250923.0,6222984.0,0,0,0,5742777.5,0,0,0,0,0,0,1.940423E7,1.8445168E7,1.917915E7,1.5072124E7,1.3974319E7,
493,485.2609645500412,1.3878449,,,,,,,,,,,0,0,0,0,0,0,2.0956202E7,2.0383012E7,1.5291024E7,0,0,0,0,0,0,0,0,0,6.764808E7,6.790948E7,8.949273E7,5.6741736E7,5.8001196E7,
492,243.13383492139786,1.3885217,,,,,,,,,,,8.158166E7,7.02582E7,7.499713E7,5.592719E7,7.180508E7,8.227132E7,1.255337E8,1.1754796E8,9.638175E7,9.815282E7,1.2410324E8,1.0818412E8,6.772768E7,6.528533E7,6.605897E7,6.0994948E7,6.6744756E7,5.786711E7,2.5059611E8,2.5221245E8,2.5469186E8,2.1929126E8,1.9556206E8,
494,360.19247953853437,1.3919251,,,,,,,,,,,7.028607E7,6.2184396E7,6.174851E7,4.4787976E7,5.7311692E7,8.1030856E7,1.3537754E8,1.3779576E8,9.946773E7,1.0143115E8,1.30673E8,1.15044264E8,5.641675E7,5.601939E7,5.2862908E7,5.1106892E7,5.67482E7,4.864783E7,2.0231275E8,2.0981146E8,2.2167826E8,1.8771784E8,1.7100101E8,
495,479.2976316641987,1.4086535,,,,,,,,,,,9815886.0,9740184.0,1.0644746E7,0,9825527.0,1.2465079E7,2.9399056E7,2.952808E7,2.047126E7,1.8150032E7,2.4587822E7,2.3630058E7,9473327.0,8634511.0,7670483.5,7677492.5,0,0,4.501779E7,4.7800612E7,5.0021468E7,4.2908308E7,3.933944E7,
496,330.2387364460633,1.4109712,,,,,,,,,,,2.9481384E7,2.0276606E7,2.2853138E7,1.8374788E7,2.1822408E7,2.5769368E7,9894328.0,1.3071429E7,8053331.0,0,9595248.0,8291654.0,0,0,0,0,0,0,1.9006308E7,1.8988056E7,2.3900328E7,1.7355994E7,1.7104992E7,
499,337.2231903994824,1.4131708,,,,,,,,,,,1.5832867E7,1.1894062E7,1.2622659E7,1.0961823E7,1.2601581E7,1.4525458E7,1.5813379E7,1.7392018E7,1.1313584E7,1.1055076E7,1.3938333E7,1.2765518E7,9230547.0,9679553.0,0,8355464.5,9993748.0,0,2.0625404E7,2.088872E7,2.2963166E7,1.8042488E7,2.029271E7,
489,279.1701764626929,1.41503,,,,,,,,,,,0,0,0,0,0,0,1.2164504E7,1.1381207E7,7352641.0,0,9974094.0,0,0,0,0,0,0,0,4.228705E7,4.1756396E7,4.364369E7,3.758469E7,3.425621E7,
497,229.15450397680047,1.4160255,,,,,,,,,,,0,0,0,0,0,0,0,6866258.0,0,0,0,0,0,0,0,0,0,0,1.7072474E7,1.572517E7,1.5910117E7,1.3584017E7,1.2989788E7,
498,424.20760284831783,1.4186262,,,,,,,,,,,2.0815814E7,1.7539516E7,1.8246674E7,1.2462835E7,1.8657954E7,2.188733E7,3.2227226E7,3.7579348E7,2.5209002E7,2.8206876E7,2.8840988E7,3.0145376E7,1.1823806E7,1.225354E7,1.1341246E7,1.1558969E7,1.2130767E7,1.1929049E7,4.6690188E7,5.0524108E7,5.4558496E7,4.2943536E7,3.783953E7,
500,399.2600843509136,1.4217343,,,,,,,,,,,5.441493E7,3.945029E7,4.210214E7,2.962666E7,4.2367804E7,4.695398E7,5.530853E7,6.866431E7,4.5561908E7,4.049412E7,5.3282292E7,4.5238068E7,2.7276456E7,2.9772128E7,2.5695826E7,2.7186992E7,3.0879124E7,3.0434022E7,9.310983E7,1.0155947E8,1.0445135E8,8.7441176E7,7.717963E7,
502,642.3454386611751,1.4247108,,,,,,,,,,,0,0,0,0,0,0,9029024.0,1.2576583E7,0,6762995.5,9871774.0,7609516.5,0,0,0,0,0,0,1.3552195E7,1.7269314E7,1.4825737E7,1.3147728E7,1.2969203E7,
501,316.2229801602224,1.425677,,,,,,,,,,,0,0,0,0,0,0,1.885089E7,2.1866356E7,1.5879442E7,1.4361793E7,1.783698E7,1.5829151E7,0,0,0,0,0,0,2.9315864E7,3.0241924E7,3.1701846E7,2.6442546E7,2.5147734E7,
503,354.1994977622637,1.4419559,,,,,,,,,,,0,0,0,0,0,0,1.6513206E7,1.9768968E7,1.3821991E7,1.2087889E7,1.560274E7,1.3996382E7,0,0,0,0,0,0,3.777072E7,4.3914616E7,4.256935E7,3.8398828E7,3.5356572E7,
504,332.2177919764732,1.4431123,,,,,,,,,,,0,0,0,0,0,0,1.0363643E8,1.2272869E8,8.084159E7,7.59196E7,9.769752E7,8.5907496E7,4.39135E7,4.7183904E7,3.7888136E7,4.0800996E7,3.634111E7,3.6301776E7,3.532749E8,3.8406835E8,4.3648736E8,3.4928022E8,3.490793E8,
505,380.9870588671613,1.4448662,,,,,,,,,,,2.2456526E7,1.9343682E7,2.1295234E7,1.8620444E7,1.8485702E7,2.2894782E7,1.6228547E7,1.742603E7,1.2737691E7,1.1289945E7,1.3238001E7,1.3798987E7,1.2571106E7,1.3002449E7,1.108963E7,1.19345E7,1.2622923E7,1.3078832E7,0,0,0,0,0,
506,183.0916967814863,1.448948,,,,,,,,,,,3.2571052E7,3.2349472E7,3.471232E7,2.9796458E7,4.5754892E7,3.9572308E7,3.6367356E7,3.4007856E7,2.8581846E7,2.792498E7,4.5016772E7,4.732205E7,3.1530442E7,3.0352364E7,2.5763596E7,2.8677192E7,2.7947606E7,2.6422568E7,5.905328E7,6.049519E7,5.426894E7,5.6119784E7,5.3665372E7,
508,329.1495143812135,1.4540688,,,,,,,,,,,2.7951286E7,2.962305E7,2.4942022E7,2.2662306E7,2.5095804E7,3.1792308E7,3.0642532E7,2.9631814E7,2.325449E7,2.3991924E7,2.5128402E7,2.9733062E7,1.778327E7,1.8137538E7,1.8103896E7,1.8085636E7,1.7743418E7,1.7864986E7,3.5954344E7,3.569273E7,4.30439E7,3.297946E7,3.254056E7,
509,491.2863585884443,1.463871,,,,,,,,,,,3.0424158E7,2.2294094E7,2.5359518E7,1.5625012E7,2.1995582E7,2.6311354E7,3.9400004E7,4.278469E7,2.8539352E7,3.1813172E7,3.928996E7,3.472444E7,1.662035E7,1.6153042E7,1.4792885E7,1.5510505E7,1.3164688E7,1.4055456E7,6.7278344E7,6.1470376E7,7.193617E7,5.7646012E7,5.83922E7,
510,211.14401754991104,1.4663187,,,,,,,,,,,8.132391E7,8.410813E7,9.259586E7,6.751459E7,8.451008E7,8.646527E7,9.85896E7,9.932232E7,7.3872056E7,9.52376E7,9.18593E7,9.065874E7,6.9365224E7,6.7059436E7,5.962538E7,5.3750616E7,5.8660876E7,5.2949012E7,1.2759941E8,1.2017143E8,1.3842974E8,9.854728E7,1.027362E8,
511,469.2557364560348,1.4663248,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6981664E7,5.4085556E7,6.3680444E7,4.8434756E7,5.1736812E7,
